,0
"High blood pressure among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-0.00016330599945533084
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, Hispanic, Crude Prevalence",-0.00016242834267095815
"Lack of health insurance among adults aged 18-64 years, Asian, non-Hispanic, Age-adjusted Prevalence",-0.0001619636491928557
"Diabetes mortality among all people, underlying or contributing cause, Asian, non-Hispanic, Age-adjusted Rate",-0.00016109618363844584
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, Black, non-Hispanic, Crude Prevalence",-0.00016102545580771983
"Obesity among WIC children aged 2 to 4 years, Asian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00015957159832010828
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, White, non-Hispanic, Crude Prevalence",-0.0001536122480048205
"Mammography use among women aged 50-74 years, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00015268048301434568
"Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years, Hispanic, Crude Prevalence",-0.000152446688816421
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Asian or Pacific Islander, non-Hispanic, Crude Rate",-0.00015051298664414589
"No teeth lost among adults aged 18-64 years, Multiracial, non-Hispanic, Age-adjusted Prevalence",-0.00014927418369792086
"Current asthma among adults, White, non-Hispanic, Age-adjusted Prevalence",-0.0001480933499718392
"Health insurance coverage in the month before pregnancy among women with a recent live birth, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.000147365859542778
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Female, Crude Prevalence",-0.0001472849105811378
"Current smoking among adults with chronic obstructive pulmonary disease, Hispanic, Age-adjusted Prevalence",-0.00014637724685746738
"All teeth lost among adults aged 65 years and older, Hispanic, Crude Prevalence",-0.00014470579671430482
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Multiracial, non-Hispanic, Age-adjusted Rate",-0.00014378272253515295
"Current asthma among adults, Age 18-44, Crude Prevalence",-0.00014191560721700378
"Current smokeless tobacco use among high school students, Grade 11, Crude Prevalence",-0.00014125531793159383
"Current asthma among adults, White, non-Hispanic, Crude Prevalence",-0.00014092970394218742
"Asthma mortality among all people, underlying cause, Multiracial, non-Hispanic, Crude Rate",-0.00013966004839791927
"Binge drinking prevalence among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.0001390174164091922
"Current electronic vapor product use among high school students, Female, Crude Prevalence",-0.0001370451994973128
"Diabetes among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.0001337086888066756
"Visited dentist or dental clinic in the past year among adults, Asian, non-Hispanic, Crude Prevalence",-0.00013302620494055515
"Current asthma among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-0.00013265488919783904
"No teeth lost among adults aged 18-64 years, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.0001314744094377605
"Current asthma among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00013013586957178196
"Depression among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-0.00012992921064045168
"Diabetes mortality among all people, underlying or contributing cause, Hawaiian or Pacific Islander, non-Hispanic, Crude Rate",-0.0001288562013616451
"Preventive dental care in the 12 months before pregnancy among women with a recent live birth, Black, non-Hispanic, Crude Prevalence",-0.00012575756931395023
"Current smoking among adults with chronic obstructive pulmonary disease, Asian, non-Hispanic, Age-adjusted Prevalence",-0.00012417024519595737
"Activity limitation due to arthritis among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00012107638358999338
"Activity limitation due to arthritis among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-0.00012043284338142812
"Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.00012010867935515537
"Received health care provider counseling for physical activity among adults with arthritis, Overall, Crude Prevalence",-0.00011931628013257185
"High school completion among adults aged 18-24, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00011889584286622634
"Binge drinking prevalence among high school students, Grade 9, Crude Prevalence",-0.00011823812169078232
"Current electronic vapor product use among high school students, Multiracial, non-Hispanic, Crude Prevalence",-0.00011816456856081277
"Depression among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-0.00011737230120852332
"Quit attempts in the past year among adult current smokers, Overall, Crude Prevalence",-0.00011303276864960566
"Alcohol use among high school students, Female, Crude Prevalence",-0.00011286623037214866
"Pneumococcal vaccination among adults aged 18–64 years who are at increased risk, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00011007575572972756
"Fair or poor self-rated health status among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-0.00010918201461719934
"2 or more chronic conditions among adults, Asian, non-Hispanic, Crude Prevalence",-0.00010832852535104551
"All teeth lost among adults aged 65 years and older, Hispanic, Age-adjusted Prevalence",-0.00010761307965721503
"Six or more teeth lost among adults aged 65 years and older, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.00010652035636154417
"Current smoking among adults with chronic obstructive pulmonary disease, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.0001055152577952985
"Cervical cancer screening among women aged 21-65 years, Asian, non-Hispanic, Age-adjusted Prevalence",-0.00010424782350930012
"Current electronic vapor product use among high school students, Grade 9, Crude Prevalence",-0.00010144701984119929
"Lack of health insurance among adults aged 18-64 years, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00010122748095194756
"Arthritis among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-0.00010114747278526313
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Age 45-64, Crude Prevalence",-0.000100677868274788
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, Overall, Crude Prevalence",-0.00010005352682748952
"Lack of health insurance among adults aged 18-64 years, Hispanic, Crude Prevalence",-9.79168276382699e-05
"Binge drinking prevalence among high school students, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-9.745895420814712e-05
"Met aerobic physical activity guideline among high school students, Hispanic, Crude Prevalence",-9.714618568745178e-05
"Six or more teeth lost among adults aged 65 years and older, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",-9.385990076612454e-05
"Lack of health insurance among adults aged 18-64 years, Hispanic, Age-adjusted Prevalence",-9.047575918507569e-05
"Average mentally unhealthy days among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Mean",-9.037284120386463e-05
"Binge drinking prevalence among adults, Hispanic, Crude Prevalence",-8.953087606312457e-05
"Current smoking among adults with chronic obstructive pulmonary disease, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-8.835057784675122e-05
"Current asthma among adults, Male, Age-adjusted Prevalence",-8.535258444620167e-05
"Visited dentist or dental clinic in the past year among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-8.479071239543724e-05
"Current asthma among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-8.292900511591346e-05
"Current smoking among adults with chronic obstructive pulmonary disease, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",-8.131484920165602e-05
"Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis, Hispanic, Age-adjusted Prevalence",-8.131339801946529e-05
"No teeth lost among adults aged 18-64 years, Asian, non-Hispanic, Age-adjusted Prevalence",-8.086829124870184e-05
"Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis, Multiracial, non-Hispanic, Crude Prevalence",-7.945100187658577e-05
"Lack of health insurance among adults aged 18-64 years, Age 45-64, Crude Prevalence",-7.914064468481721e-05
"Consumed fruit less than one time daily among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-7.458496050731454e-05
"Diabetes among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-7.321654377835356e-05
"Consumed fruit less than one time daily among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-7.315460309527316e-05
"Current tobacco use of any tobacco product among high school students, Overall, Crude Prevalence",-7.291165330235305e-05
"Met aerobic physical activity guideline for substantial health benefits, adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-7.171994659928569e-05
"Average mentally unhealthy days among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Mean",-7.110010056379895e-05
"Physical inactivity among adults with arthritis, Black, non-Hispanic, Crude Prevalence",-6.861961757939182e-05
"Lack of health insurance among adults aged 18-64 years, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-6.662446148767048e-05
"Cervical cancer screening among women aged 21-65 years, Multiracial, non-Hispanic, Crude Prevalence",-6.131976870794161e-05
"Current asthma among adults, Male, Crude Prevalence",-6.067669288200148e-05
"Lack of health insurance among adults aged 18-64 years, Asian, non-Hispanic, Crude Prevalence",-5.994935203066144e-05
"Cervical cancer screening among women aged 21-65 years, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-5.634170795052605e-05
"Infants who were exclusively breastfed through 6 months, Multiracial, non-Hispanic, Crude Prevalence",-5.475385675104679e-05
"Infants who were breastfed at 12 months, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-5.4753856751042495e-05
"Current tobacco use of any tobacco product among high school students, Grade 11, Crude Prevalence",-5.364872675018215e-05
"Asthma mortality among all people, underlying cause, Overall, Age-adjusted Rate",-5.2258297913490135e-05
"Received health care provider counseling for physical activity among adults with arthritis, Hispanic, Age-adjusted Prevalence",-5.1505996432648085e-05
"Quit attempts in the past year among adult current smokers, Female, Age-adjusted Prevalence",-5.0454184829574783e-05
"Mammography use among women aged 50-74 years, Hispanic, Age-adjusted Prevalence",-5.0084614263908697e-05
"No teeth lost among adults aged 18-64 years, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",-4.996690826197617e-05
"Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years, Black, non-Hispanic, Crude Prevalence",-4.7224297108964405e-05
"Physical inactivity among adults with arthritis, Multiracial, non-Hispanic, Crude Prevalence",-4.713157793395855e-05
"Influenza vaccination among adults 18–64 who are at increased risk, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-4.6418886264567196e-05
"Cervical cancer screening among women aged 21-65 years, Multiracial, non-Hispanic, Age-adjusted Prevalence",-4.5465693178959944e-05
"Binge drinking intensity among adults who binge drink, Overall, Crude Median",-4.3843099896541614e-05
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Black, non-Hispanic, Crude Rate",-4.2724772719290985e-05
"No teeth lost among adults aged 18-64 years, Asian, non-Hispanic, Crude Prevalence",-4.082113261452776e-05
"Activity limitation due to arthritis among adults with arthritis, Asian, non-Hispanic, Age-adjusted Prevalence",-4.031415914981488e-05
"Mammography use among women aged 50-74 years, Multiracial, non-Hispanic, Crude Prevalence",-4.0180949855818394e-05
"Binge drinking prevalence among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-3.964123770235928e-05
"Consumed regular soda at least one time daily among high school students, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-3.803612053917612e-05
"High blood pressure among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-3.737638162184522e-05
"Mammography use among women aged 50-74 years, Multiracial, non-Hispanic, Age-adjusted Prevalence",-3.7234677384714147e-05
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-3.3818401406006924e-05
"Average recent physically unhealthy days among adults, Hispanic, Crude Mean",-3.26615701834076e-05
"Colorectal cancer screening among adults aged 45-75 years, Multiracial, non-Hispanic, Age-adjusted Prevalence",-3.2013489904038066e-05
"Cervical cancer screening among women aged 21-65 years, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",-3.1395558536062934e-05
"Frequent physical distress among adults, Asian, non-Hispanic, Crude Prevalence",-3.127771395914954e-05
"Colorectal cancer screening among adults aged 45-75 years, Male, Crude Prevalence",-3.096981185316406e-05
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, White, non-Hispanic, Crude Prevalence",-2.9772865985069484e-05
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Multiracial, non-Hispanic, Crude Prevalence",-2.7823472964455928e-05
"All teeth lost among adults aged 65 years and older, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-2.7440964111743943e-05
"Chronic liver disease mortality among all people, underlying cause, Age 45-64, Crude Rate",-2.6360453602739895e-05
"Current electronic vapor product use among high school students, Grade 12, Crude Prevalence",-2.590475294522621e-05
"Colorectal cancer screening among adults aged 45-75 years, Male, Age-adjusted Prevalence",-2.531512691992129e-05
"Binge drinking frequency among adults who binge drink, Black, non-Hispanic, Crude Median",-2.4993027355639997e-05
"Frequent physical distress among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-2.4010436813473913e-05
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, Multiracial, non-Hispanic, Crude Prevalence",-2.3347558512969622e-05
"Cervical cancer screening among women aged 21-65 years, Asian, non-Hispanic, Crude Prevalence",-2.0756571704619517e-05
"Current cigarette smoking among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-1.6671724892000416e-05
"No teeth lost among adults aged 18-64 years, Hispanic, Age-adjusted Prevalence",-1.6238188106030775e-05
"Colorectal cancer screening among adults aged 45-75 years, White, non-Hispanic, Age-adjusted Prevalence",-1.5940126149105816e-05
"Consumed fruit less than one time daily among high school students, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-1.531879932226311e-05
"Cigarette smoking during pregnancy among women with a recent live birth, Black, non-Hispanic, Crude Prevalence",-1.4227604745091533e-05
"Colorectal cancer screening among adults aged 45-75 years, White, non-Hispanic, Crude Prevalence",-1.4171796158910002e-05
"Recent activity limitation among adults, Hispanic, Age-adjusted Mean",-1.3122466544518875e-05
"Influenza vaccination among adults 18–64 who are at increased risk, Asian, non-Hispanic, Age-adjusted Prevalence",-1.223117128584709e-05
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Black, non-Hispanic, Age-adjusted Rate",-1.1603344148581934e-05
"Quit attempts in the past year among adult current smokers, Male, Crude Prevalence",-9.926719984432868e-06
"Physical inactivity among adults with arthritis, Multiracial, non-Hispanic, Age-adjusted Prevalence",-9.57444554048771e-06
"Fair or poor self-rated health status among adults, Asian, non-Hispanic, Crude Prevalence",-7.705008975391654e-06
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-7.069645609748714e-06
"Binge drinking intensity among adults who binge drink, Age 18-44, Crude Median",-7.0398862615623276e-06
"Arthritis among adults, Hispanic, Crude Prevalence",-6.150385516718303e-06
"Arthritis among adults, Asian, non-Hispanic, Crude Prevalence",-5.7395598154858815e-06
"Mammography use among women aged 50-74 years, White, non-Hispanic, Age-adjusted Prevalence",-4.605231155873625e-06
"Received health care provider counseling for physical activity among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-3.750714401017514e-06
"Alcohol use among high school students, Grade 12, Crude Prevalence",-7.538903837874306e-07
"Mammography use among women aged 50-74 years, Asian, non-Hispanic, Age-adjusted Prevalence",-1.5123813616523054e-07
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-6.2115146587621994e-18
"Lack of social and emotional support needed among adults, White, non-Hispanic, Crude Prevalence",-5.216130085658498e-18
"Lack of social and emotional support needed among adults, Black, non-Hispanic, Crude Prevalence",-4.455754699551081e-18
"Lack of social and emotional support needed among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-4.167747393499227e-18
"Lack of reliable transportation in the past 12 months among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-3.901636483016662e-18
"Current asthma among adults, Age >=65, Crude Prevalence",-3.466253021463408e-18
"Cervical cancer mortality among all females, underlying cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",-3.440389110803949e-18
"Lack of reliable transportation in the past 12 months among adults, Male, Age-adjusted Prevalence",-3.2411774395280496e-18
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Asian, non-Hispanic, Age-adjusted Prevalence",-2.818479807408766e-18
"Prostate cancer mortality among all males, underlying cause, Male, Crude Rate",-2.572795211499644e-18
"Prostate cancer mortality among all males, underlying cause, Overall, Crude Rate",-2.572795211499644e-18
"Breast cancer mortality among all females, underlying cause, Overall, Crude Rate",-2.4774457390036153e-18
"Breast cancer mortality among all females, underlying cause, Female, Crude Rate",-2.4774457390036153e-18
"Cervical cancer mortality among all females, underlying cause, Asian or Pacific Islander, non-Hispanic, Age-adjusted Rate",-2.227196260761001e-18
"Lack of reliable transportation in the past 12 months among adults, Male, Crude Prevalence",-2.2145436220790597e-18
"Lung and bronchial cancer mortality among all people, underlying cause, Overall, Age-adjusted Rate",-2.1853689952898063e-18
"Invasive cancer (all sites combined), incidence, Black, non-Hispanic, Age-adjusted Rate",-2.132375545526395e-18
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Overall, Crude Rate",-1.945562285178777e-18
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Hispanic, Age-adjusted Prevalence",-1.887913246257355e-18
"Lack of social and emotional support needed among adults, Black, non-Hispanic, Age-adjusted Prevalence",-1.870092929771741e-18
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Overall, Age-adjusted Rate",-1.8325585263804293e-18
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Female, Crude Rate",-1.8242770510615574e-18
"Invasive cancer (all sites combined), incidence, Male, Age-adjusted Rate",-1.7258441638546811e-18
"Breast cancer mortality among all females, underlying cause, Black, non-Hispanic, Crude Rate",-1.710294184908193e-18
"Lack of reliable transportation in the past 12 months among adults, Female, Crude Prevalence",-1.7022320508030089e-18
"Cervical cancer mortality among all females, underlying cause, American Indian or Alaska Native, non-Hispanic, Age-adjusted Rate",-1.6394149491216424e-18
"Lack of social and emotional support needed among adults, Hispanic, Crude Prevalence",-1.6175675227454253e-18
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, White, non-Hispanic, Crude Rate",-1.5951277304720412e-18
"Prostate cancer mortality among all males, underlying cause, Black, non-Hispanic, Age-adjusted Rate",-1.5157291175845962e-18
"Cervical cancer mortality among all females, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",-1.5059482079914604e-18
"Lack of social and emotional support needed among adults, Male, Age-adjusted Prevalence",-1.483603150916865e-18
"Invasive cancer (all sites combined), incidence, Female, Age-adjusted Rate",-1.4200571136555594e-18
"Lack of reliable transportation in the past 12 months among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-1.3950561716787498e-18
"Breast cancer mortality among all females, underlying cause, Hispanic, Crude Rate",-1.386897383210828e-18
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Black, non-Hispanic, Crude Prevalence",-1.2898338961068262e-18
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, White, non-Hispanic, Age-adjusted Prevalence",-1.1367269106550418e-18
"Invasive cancer (all sites combined), incidence, Black, non-Hispanic, Crude Rate",-1.04404801103694e-18
"Cervical cancer mortality among all females, underlying cause, Asian or Pacific Islander, non-Hispanic, Crude Rate",-1.0038990396054021e-18
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, White, non-Hispanic, Age-adjusted Rate",-9.838202075990675e-19
"Lack of social and emotional support needed among adults, Age >=65, Crude Prevalence",-9.66584370511264e-19
"Cervical cancer mortality among all females, underlying cause, Black, non-Hispanic, Age-adjusted Rate",-9.564323321699367e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Male, Crude Rate",-9.37308241177744e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Black, non-Hispanic, Age-adjusted Prevalence",-9.357899989817382e-19
"Lack of reliable transportation in the past 12 months among adults, White, non-Hispanic, Age-adjusted Prevalence",-9.333678456169586e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Age 18-44, Crude Prevalence",-9.222601719592676e-19
"Lack of reliable transportation in the past 12 months among adults, White, non-Hispanic, Crude Prevalence",-8.99022568012303e-19
"Breast cancer mortality among all females, underlying cause, American Indian or Alaska Native, non-Hispanic, Age-adjusted Rate",-8.488961530818064e-19
"Prostate cancer mortality among all males, underlying cause, Hispanic, Crude Rate",-7.694578600383344e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Female, Crude Rate",-7.630165254357676e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",-6.9391659814314e-19
"Lack of social and emotional support needed among adults, Asian, non-Hispanic, Crude Prevalence",-6.235601284345057e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Hispanic, Crude Rate",-6.219081234796577e-19
"Lack of reliable transportation in the past 12 months among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",-6.081793453463825e-19
"Cervical cancer mortality among all females, underlying cause, White, non-Hispanic, Crude Rate",-5.99752716170814e-19
"Prostate cancer mortality among all males, underlying cause, Male, Age-adjusted Rate",-5.773718233505756e-19
"Prostate cancer mortality among all males, underlying cause, Overall, Age-adjusted Rate",-5.773718233505756e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Black, non-Hispanic, Age-adjusted Rate",-5.5356506404362235e-19
"Lack of social and emotional support needed among adults, Overall, Age-adjusted Prevalence",-5.475674582234155e-19
"Lack of reliable transportation in the past 12 months among adults, Hispanic, Age-adjusted Prevalence",-5.224843732758617e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Female, Age-adjusted Prevalence",-5.186220996703075e-19
"Lack of social and emotional support needed among adults, Age 18-44, Crude Prevalence",-5.156022378222841e-19
"Lung and bronchial cancer mortality among all people, underlying cause, White, non-Hispanic, Crude Rate",-4.929053246533984e-19
"Invasive cancer (all sites combined), incidence, Hispanic, Age-adjusted Rate",-4.912060796211927e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Overall, Crude Rate",-4.2382595653320645e-19
"Invasive cancer (all sites combined), incidence, Asian or Pacific Islander, non-Hispanic, Age-adjusted Rate",-4.2330857376131702e-19
"Lung and bronchial cancer mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",-4.2210722277487113e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Hispanic, Age-adjusted Rate",-4.181455128409129e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Overall, Crude Rate",-4.0298670342032813e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Male, Age-adjusted Rate",-3.6733909877902433e-19
"Invasive cancer (all sites combined), incidence, White, non-Hispanic, Number",-3.4900619772729106e-19
"Invasive cancer (all sites combined), incidence, American Indian or Alaska Native, non-Hispanic, Age-adjusted Rate",-3.4445254473818175e-19
"Lack of social and emotional support needed among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-3.3605860468100976e-19
"Cervical cancer mortality among all females, underlying cause, Black, non-Hispanic, Crude Rate",-3.163987888955001e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Age-adjusted Rate",-3.127192187246991e-19
"Cervical cancer mortality among all females, underlying cause, Overall, Age-adjusted Rate",-3.0844156413273904e-19
"Cervical cancer mortality among all females, underlying cause, Female, Age-adjusted Rate",-3.0844156413273904e-19
"Invasive cancer (all sites combined), incidence, Asian or Pacific Islander, non-Hispanic, Crude Rate",-2.957785788010481e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Crude Rate",-2.60616618559525e-19
"Prostate cancer mortality among all males, underlying cause, Asian or Pacific Islander, non-Hispanic, Crude Rate",-2.5124650861275114e-19
"Lack of social and emotional support needed among adults, Overall, Crude Prevalence",-2.3367888129806586e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Male, Crude Rate",-2.324469112870664e-19
"Invasive cancer (all sites combined), incidence, Overall, Number",-2.308135691147279e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Black, non-Hispanic, Age-adjusted Rate",-2.2928608545413573e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Male, Crude Prevalence",-1.827266289995701e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Hispanic, Crude Prevalence",-1.7347936059174317e-19
"Cervical cancer mortality among all females, underlying cause, Black, non-Hispanic, Number",-1.6847211274050757e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Male, Age-adjusted Rate",-1.6606988782628145e-19
"Lung and bronchial cancer mortality among all people, underlying cause, White, non-Hispanic, Age-adjusted Rate",-1.6398991495659476e-19
"Invasive cancer (all sites combined), incidence, Female, Number",-1.3865673300871166e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Female, Number",-1.3341862870592226e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, White, non-Hispanic, Number",-1.2814717504987847e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, White, non-Hispanic, Crude Rate",-1.2544812080949956e-19
"Breast cancer mortality among all females, underlying cause, Asian or Pacific Islander, non-Hispanic, Age-adjusted Rate",-1.2392866813936106e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",-1.2315033816495627e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Hispanic, Age-adjusted Rate",-1.1937363332898498e-19
"Lack of social and emotional support needed among adults, Age 45-64, Crude Prevalence",-1.1718818783758485e-19
"Breast cancer mortality among all females, underlying cause, Female, Age-adjusted Rate",-1.164439913612395e-19
"Breast cancer mortality among all females, underlying cause, Overall, Age-adjusted Rate",-1.164439913612395e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Male, Age-adjusted Prevalence",-1.10670973223836e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Hispanic, Number",-1.0737853794776151e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Black, non-Hispanic, Number",-1.0607951000428387e-19
"Breast cancer mortality among all females, underlying cause, White, non-Hispanic, Age-adjusted Rate",-1.0416275724034357e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Overall, Age-adjusted Prevalence",-9.618739564975339e-20
"Lack of social and emotional support needed among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-8.533365228085992e-20
"Lack of social and emotional support needed among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",-8.533365228085992e-20
"Lung and bronchial cancer mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",-8.185060600315687e-20
"Cervical cancer mortality among all females, underlying cause, White, non-Hispanic, Age-adjusted Rate",-7.222999989766331e-20
"Invasive cancer (all sites combined), incidence, Asian or Pacific Islander, non-Hispanic, Number",-6.227763633921304e-20
"Lack of reliable transportation in the past 12 months among adults, Overall, Age-adjusted Prevalence",-5.963268789665557e-20
"Cervical cancer mortality among all females, underlying cause, White, non-Hispanic, Number",-5.905105550754505e-20
"Lack of reliable transportation in the past 12 months among adults, Hispanic, Crude Prevalence",-4.074486328690894e-20
"Prostate cancer mortality among all males, underlying cause, Overall, Number",-3.8847558126241787e-20
"Prostate cancer mortality among all males, underlying cause, Male, Number",-3.8847558126241787e-20
"Invasive cancer (all sites combined), incidence, Male, Crude Rate",-3.788103616358425e-20
"Lack of reliable transportation in the past 12 months among adults, Female, Age-adjusted Prevalence",-3.5126314577470576e-20
"Breast cancer mortality among all females, underlying cause, Overall, Number",-3.1393475058629913e-20
